categoria;descricao;titulo;valor_varejo;valor_atacado;valor_varejo_promocional;estoque_geral;estoque_maletas;peso;valor_custo;data_registro;cor_banho;imagem;tamanho_anel;cod_barras;genero;cor_pedra;variacao;tempo_garantia;fornecedor;codigo_fornecedor;preco_aluguel;loc_estoque;destaque;novos
Brinco;;BRINCO CORAÇÃO FRISADO ORGANICO;41.7;0;;0;0;1.3;7.74;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-137-6883a51ecd925.jpeg;0;20854652;;;;0;TANK BRUTOS;BF13-341;0;;;
Brinco;BRINCO DE CORAÇÃO LISO ABAULADO;BRINCO CORAÇÃO LISO ABAULADO ;62.7;62.7;;1;0;2.4;19.19;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-188-6884fd8d42e98.jpeg;0;20770396;;;;12;TANK BRUTOS;BF13-344;0;;;
Brinco;;BRINCO PONTO DE LUZ;77.7;77.7;;1;0;0;26;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-199-6884c200af615.jpeg;0;20423537;;Cristal;;12;GAZIN;131124;0;;;
Brinco;;BRINCO TRIO ARGOLAS CRAVEJADAS;155.1;155.1;;0;0;3.4;37.74;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-164-6882d766aad5d.jpg;0;20580766;;;;12;TANK BRUTOS;BF10647;0;;;
Brinco;;TRIO CORAÇÃO COM STRASS;65.7;65.7;;1;1;3;14.86;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-140-6883a53aeb6e8.jpeg;0;20681890;;;;12;BELLA BRUTOS ;B6590;0;;;
Colar;;COLAR COM PINGENTE DE BAILARINA;68.4;68.4;;2;0;10.9;50.63;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-231-6882d69394e28.jpg;0;20941741;;;;12;TANK BRUTOS;BF11-761 CV.45;0;;;
Pulseira;;PULSEIRA MINI PEROLAS;62.7;0;;1;1;0;19;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-223-6884f9a957c86.jpeg;0;20492311;;Perolado;;12;GAZIN;128288;0;;;
Pulseira;;PULSEIRA CORAÇÃO CRAVEJADO AJUSTAVEL;62.7;62.7;;2;1;2.3;19.87;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-237-6884f997b31e8.jpeg;0;20151225;;;;12;TANK BRUTOS;BF12-228;0;;;
Brinco;;BRINCO ARCOLA RETANGULAR;77.7;77.7;;2;1;4.6;26.5;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-160-6884f97c54237.jpeg;0;20004309;;;;12;TANK BRUTOS;BF12-850;0;;;
Brinco;;BRINCO ARCOLA RETANGULAR;77.7;77.7;;2;1;4.6;15.91;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-161-6884f96d93502.jpeg;0;20253295;;;;12;TANK BRUTOS;BF12-850;0;;;
Brinco;;TRIO PONTO DE LUZ;44.7;44.7;;1;1;2.1;12.44;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-139-6884f95031fa1.jpeg;0;20888954;;Cristal;;12;SOPHIA BRUTOS;2-439;0;;;
Pingente;;PINGENTE LETRA CRAVEJADA F;35.7;35.7;;1;0;0.5;6.69;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-158-6884f54ceca0f.jpeg;0;20413736;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA T;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;1;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-250-6884f51506478.jpeg;0;20689926;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA A;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-251-6884f507c009f.jpeg;0;20299019;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA Y;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-252-6884f4fb9f119.jpeg;0;20897246;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA R;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-253-6884f4f0cb3b7.jpeg;0;20024727;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA H;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-254-6884f4e48d3b0.jpeg;0;20231835;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA V;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-255-6884f4da96d96.jpeg;0;20964702;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA E;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-256-6884f4d05fe6f.jpeg;0;20703820;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA S;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-257-6884f4c5eb07b.jpeg;0;20190736;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA J;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-258-6884f4ba83349.jpeg;0;20686659;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA C;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;0;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-259-6884f4ad472e0.jpeg;0;20984618;;;;12;TANK BRUTOS;;0;;;
Pingente;LETRA L;PINGENTE LETRA CRAVEJADA ;35.7;35.7;;1;0;0.5;6.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-260-6884f4841d4ed.jpeg;0;20502430;;;;12;TANK BRUTOS;;0;;;
Colar;60 CM;COLAR PEROLA INTEIRO 60;155;0;;1;0;0;59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-248-6884c02faebe3.jpeg;0;20527860;;Perolado;;12;GAZIN;123626;0;;;
Colar;;COLAR C PINGENTE DE CORAÇÃO CRAVEJADO AO REDOR 55;80.4;0;;1;1;3.7;20.1;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-246-6884c04cef9b2.jpeg;0;20822712;;;;12;TANK BRUTOS;BF00004 CV.55;0;;;
Colar;;COLAR CORAÇÕES;95.7;0;;2;1;5.3;22.69;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-244-6882d37dc0a39.jpg;0;20543280;;;;12;BELLA BRUTOS ;C1458;0;;;
Colar;;COLAR LETRA ZINCONIA N 45;113;113;;1;0;0;41;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-212-6883a6cfb4a64.jpeg;0;20447045;;;;12;GAZIN;110613;0;;;
Colar;;COLAR COM PINGENTE DE BAILARINA;68.4;68.4;;2;1;10.9;25.55;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-185-6882d64eab595.jpg;0;20278182;;;;12;TANK BRUTOS;BF11-761 CV.45;0;;;
Brinco;;BRINCO HEAR CUF 3 FIOS CRAVEJADOS;74.7;74.7;;1;1;2.2;20.19;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-162-6883a6849f204.jpeg;0;20227814;;;;12;TANK BRUTOS;BF13-606;0;;;
Pulseira;;PULSEIRA CORAÇÃO CRAVEJADO AJUSTAVEL;62.7;62.7;;1;0;2.3;14.58;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-202-688204681ee26.jpg;0;20578282;;;;12;TANK BRUTOS;BF12-228;0;;;
Colar;;GRAVATINHA CORAÇÃO ;68.7;0;;1;1;3.6;23.02;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-232-6882d59b0ddc7.jpg;0;20049362;;;;12;SOPHIA BRUTOS;2-734;0;;;
Colar;;GRAVATINHA CORAÇÃO ;68.7;0;;1;0;3.6;14.74;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-234-6882d60c96a60.jpg;0;20604677;;;;12;SOPHIA BRUTOS;2-734;0;;;
Brinco;;BRINCO LACINHO CRAVEJADO;109.47;0;;0;0;0;39;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-217-6884c789726b5.jpeg;0;20861704;;;;12;GAZIN;141598;0;;;
Brinco;;BRINCO PEROLA;55.47;55.47;;1;0;0;16;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-206-6884c7361fc40.jpeg;0;20247324;;Perolado;;12;GAZIN;94212;160;;;
Colar;;COLAR CORAÇÃO PONTO DE LUZ;56.7;56.7;;3;2;1.8;12.48;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-227-6882d318b8efc.jpg;0;20510169;;Cristal;;12;TANK BRUTOS;BF11327-45;0;;;
Brinco;;BRINCO MINI2CORAÇÕES CRISTAL;50.7;50.7;;2;1;1.4;10.99;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-177-6882040d3a0ba.jpg;0;20262433;;;;12;SOPHIA BRUTOS;jan/54;0;;;
Conjunto;CONJUNTOI CORAÇÃO VAZADO COM PEDRA MARROM;CONJUNTO CORACÃO MARROM;116.7;116.7;;1;1;6.53;27.81;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-133-687ece215d22f.jpeg;0;20766252;;Marrom;;12;BELLA BRUTOS ;CONJ1863;0;;;
Choker;;CHOKER CORDÃO BAIANO;128.7;0;;0;0;9.69;26.17;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-245-6882d3b6cd962.jpg;0;20164409;;;;12;BELLA BRUTOS ;CB3/40;0;;;
Colar;;COLAR CORAÇÃO PONTO DE LUZ;56.7;56.7;;2;1;1.8;16.63;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-236-6882d4cadc817.jpg;0;20761912;;;;12;TANK BRUTOS;BF11327-45;0;;;
Choker;;ARO NÓ;155.7;155.7;;2;2;0;59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-243-6883a3decedeb.jpeg;0;20568337;;;;12;GAZIN;143334;0;;;
Brinco;;BRINCO ARGOLINHA CRAVEJADA;44.7;44.7;;2;0;0.9;10.32;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-157-6883a406b8663.jpeg;0;20346003;;;;12;TANK BRUTOS;BF10647;0;;;
Brinco;;BRINCO FORMATOS;77.7;77.7;;0;0;4.2;17.01;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-155-688202c31aee4.jpg;0;20812867;;;;12;TANK BRUTOS;BF13-188;0;;;
Brinco;;BRINCO DUPLO CIRCULO MARTELADO;68.7;68.7;;0;0;4.09;13.61;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-166-68820430a889f.jpg;0;20196783;;;;12;BELLA BRUTOS ;B2803;0;;;
Pulseira;;PULSEIRA ARO NO;116.7;0;;2;2;0;39;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-219-6884c1c832946.jpeg;0;20316112;;;;12;GAZIN;94084;0;;;
Brinco;;BRINCO CIRCULO MARTELADO ;44.7;44.7;;1;1;2.45;7.02;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-165-6882030a1cad3.jpg;0;20715274;;;;12;BELLA BRUTOS ;B0188;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO VAZADO ;56.7;56.7;;1;0;1.5;13.8;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-149-688202e636858.jpg;0;20058456;;;;12;TANK BRUTOS;BF13-359;0;;;
Brinco;;BRINCO MINI2CORAÇÕES CRISTAL;50.7;50.7;;2;1;1.4;14.21;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-229-6883a4c65175d.jpeg;0;20342210;;;;12;SOPHIA BRUTOS;jan/54;0;;;
Brinco;;BRINCO CORAÇÃO ESTICADO VAZADO ;56.7;56.7;;2;1;1.5;17.25;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-141-688202a1b7aa6.jpg;0;20157654;;;;12;TANK BRUTOS;BF13-359;0;;;
Brinco;BRINCO PEQUENO EM FORMADO DE VIRGULA;BRINCO DE VIRGULA P;41.7;41.7;;2;1;1;10.28;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-146-6882035092320.jpg;0;20309039;;;;12;TANK BRUTOS;BF12-822;0;;;
Brinco;;BRINCO CORAÇÃO DERRETIDO;59.7;59.7;;2;2;2.9;19.04;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-147-688203d166c86.jpg;0;20967376;;;;12;TANK BRUTOS;BF12-898;0;;;
Colar;;COLAR COM PINGENTE DE BOLA VAZADA;80.4;0;;1;0;2.8;9.77;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-239-6882d42d83f42.jpg;0;20205461;;;;12;ALEXANDRE JOIAS;PI0511;0;;;
Colar; ;COLAR C PINGENTE DE CORAÇÃO CRAVEJADO AO REDOR 55;80.4;0;;3;2;3.7;11.59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-230-6882d33bb4995.jpg;0;20888411;;;;12;TANK BRUTOS;BF00004 CV.55;0;;;
Brinco;;BRINCO LEQUE FRISADO;47.7;47.7;;3;2;1.8;9.14;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-151-68820449a6891.jpg;0;20256944;;;;12;TANK BRUTOS;BF11-957;0;;;
Pulseira;;PULSEIRA BOLA DOURADA;53.7;0;;1;0;0;16;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-211-6884c71a642bc.jpeg;0;20616618;;;;12;GAZIN;129028;0;;;
Brinco;;BRINCO 4 CORAÇÕES HEAR CUF;53.25;0;;1;0;0;15;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-213-688204b4196e0.jpg;0;20411855;;;;12;GAZIN;88137;0;;;
Brinco;BRINCO PEQUENO EM FORMADO DE VIRGULA;BRINCO DE VIRGULA P;41.7;41.7;;1;0;1;7.98;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-136-6882032d3b3ef.jpg;0;20192266;;;;12;TANK BRUTOS;BF12-822;0;;;
Brinco;;BRINCO FORMATOS;77.7;77.7;;2;2;4.2;26.67;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-154-6882027f2ac5c.jpg;0;20684907;;;;12;TANK BRUTOS;BF13-188;0;;;
Pulseira;;PULSEIRA BOLINHA;50.7;50.7;;7;1;2.4;9.53;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-174-6884c9ebda4aa.jpeg;0;20836856;;;;12;TANK BRUTOS;BF05934-18;0;;;
Brinco;BRINCO DE CORAÇÃO LISO ABAULADO;BRINCO CORAÇÃO LISO ABAULADO ;62.7;62.7;;2;1;2.4;13.67;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-138-688203bb6d0a9.jpg;0;20414269;;;;12;TANK BRUTOS;BF13-344;0;;;
Brinco;;BRINCO CORAÇÃO PONTO DE LUZ;47.7;47.7;;1;0;2.09;7.94;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-159-68820203b7f0e.jpg;0;20790905;;Rose;;12;BELLA BRUTOS ;B1101;0;;;
Brinco;;TRIO PONTO DE LUZ;44.7;44.7;;2;0;2.1;7.61;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-142-6884ed4799360.jpeg;0;20770860;;;;12;SOPHIA BRUTOS;2-439;0;;;
Conjunto;;CONJUNTO CORAÇÃO MARROM;131.7;131.7;;1;1;7.82;31.54;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-222-6883a4ba10454.jpeg;0;20673697;;Marrom;;12;BELLA BRUTOS ;CONJ1860;0;;;
Colar;80 CM;COLAR CRISTAL COLORIDO 80;98.7;98.7;;0;0;4.3;34.8;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-233-6882d4f5ed8f8.jpg;0;20977924;;;;12;SOPHIA BRUTOS;1-344;0;;;
Choker;;CHOKER FITA DOURADA;140.7;140.7;;2;2;10.5;29.86;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-182-6883a3bf68063.jpeg;0;20145125;;;;12;TANK BRUTOS;BF09386;0;;;
Brinco;;BRINCO TRIO ARGOLAS CRAVEJADAS;155.1;155.1;;0;0;3.4;45.56;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-163-6883a65c827b8.jpeg;0;20069216;;;;12;TANK BRUTOS;BF10647;0;;;
Conjunto;;CONJUNTO CIRCULO PRETO ;203.7;203.7;;2;2;12.87;50.27;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-168-68820264120c4.jpg;0;20256111;;;;12;BELLA BRUTOS ;CONJ1867;0;;;
Conjunto;;CONJUNTO BOLA VAZADA;136.8;136.8;;1;1;4.8;26.72;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-197-6883a63cb6c43.jpeg;0;20678982;;;;12;ALEXANDRE JOIAS;BR0511P PI0511 COR VEM;26.72;;;
Choker;;CHOKER FITA ;140.7;140.7;;2;2;10.5;54.02;22/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-235-6882d5122cc12.jpg;0;20909185;;;;12;TANK BRUTOS;BF09386;0;;;
Conjunto;;CONJUNTO BORBOLETA;134.1;0;;2;1;4.9;21.55;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-226-6883a604d310d.jpeg;0;20737344;;Preto;;0;TANK BRUTOS;BF13-373 BF13-389 CV.45;0;;;
Brinco;;BRINCO BASTAO BAULEADO;70.5;70.47;;1;1;0;22;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-207-6884c7075a334.jpeg;0;20857103;;;;12;GAZIN;4386;0;;;
Pulseira;;PULSEIRA BOLINHA;50.7;50.7;;4;2;2.4;15.05;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-172-6882d5e3c772e.jpg;0;20562656;;;;12;TANK BRUTOS;BF05934-18;0;;;
Brinco;BRINCO DE BOLA COM 3 FIOS DE STRASS;BRINCO DE BOLA COM STRAS ;65.7;65.7;;2;2;2.5;21.42;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-143-6882023dbceb9.jpg;0;20167844;;;;12;SOPHIA BRUTOS;2-773;0;;;
Brinco;;BRINCO VIRGULA GRANDE;131.7;0;;1;1;0;49;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-216-6883a69e77a2b.jpeg;0;20277888;;;;12;GAZIN;143494;0;;;
Pulseira;;PULSEIR RIVIERA CRISTAL;131.7;0;;1;0;0;49;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-214-6884c76c72512.jpeg;0;20675349;;Cristal;;12;GAZIN;130536;0;;;
Brinco;;BRINCO ARGOLA GROSSA PEQUENA;83.7;73.7;;2;2;4.4;29.46;21/07/2025;RodioBranco;https://natika.semijoias.net/assets/photos/natika-153-6883a50f76985.jpeg;0;20246327;;;;12;TANK BRUTOS;BF11-942;0;;;
Brinco;;BRINCO ARGOLA GROSSA PEQUNA;83.7;73.7;;3;2;4.4;19.34;21/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-152-6883a622a2f93.jpeg;0;20688929;;;;12;TANK BRUTOS;BF11-942;0;;;
Pulseira;;PULSEIRA CORRENTARIA;155.7;155.7;;1;0;0;59;22/07/2025;Ouro;https://natika.semijoias.net/assets/photos/natika-215-6883a64b68592.jpeg;0;20925628;;;;12;GAZIN;143336;590;;;
